Mekan,Link
"MO - Sikeston","https://www.copart.com/saleListResult/141/2026-03-16?location=MO%20-%20Sikeston&saleDate=1773680400000&liveAuction=false&from=&yardNum=141"
"TN - Nashville","https://www.copart.com/saleListResult/63/2026-03-16?location=TN%20-%20Nashville&saleDate=1773680400000&liveAuction=false&from=&yardNum=63"
"TX - Dallas","https://www.copart.com/saleListResult/12/2026-03-16?location=TX%20-%20Dallas&saleDate=1773680400000&liveAuction=false&from=&yardNum=12"
"TX - Dallas South","https://www.copart.com/saleListResult/181/2026-03-16?location=TX%20-%20Dallas%20South&saleDate=1773680400000&liveAuction=false&from=&yardNum=181"
"TX - Houston East","https://www.copart.com/saleListResult/357/2026-03-16?location=TX%20-%20Houston%20East&saleDate=1773680400000&liveAuction=false&from=&yardNum=357"
"TX - Longview","https://www.copart.com/saleListResult/14/2026-03-16?location=TX%20-%20Longview&saleDate=1773680400000&liveAuction=false&from=&yardNum=14"
"TX - Lufkin","https://www.copart.com/saleListResult/13/2026-03-16?location=TX%20-%20Lufkin&saleDate=1773680400000&liveAuction=false&from=&yardNum=13"
"WI - Appleton","https://www.copart.com/saleListResult/191/2026-03-16?location=WI%20-%20Appleton&saleDate=1773680400000&liveAuction=false&from=&yardNum=191"
"WI - Milwaukee South","https://www.copart.com/saleListResult/371/2026-03-16?location=WI%20-%20Milwaukee%20South&saleDate=1773680400000&liveAuction=false&from=&yardNum=371"
"AL - Birmingham","https://www.copart.com/saleListResult/136/2026-03-17?location=AL%20-%20Birmingham&saleDate=1773766800000&liveAuction=false&from=&yardNum=136"
"AL - Mobile South","https://www.copart.com/saleListResult/184/2026-03-17?location=AL%20-%20Mobile%20South&saleDate=1773766800000&liveAuction=false&from=&yardNum=184"
"IL - Chicago North","https://www.copart.com/saleListResult/36/2026-03-17?location=IL%20-%20Chicago%20North&saleDate=1773766800000&liveAuction=false&from=&yardNum=36"
"KS - Kansas City","https://www.copart.com/saleListResult/369/2026-03-17?location=KS%20-%20Kansas%20City&saleDate=1773766800000&liveAuction=false&from=&yardNum=369"
"LA - Baton Rouge","https://www.copart.com/saleListResult/50/2026-03-17?location=LA%20-%20Baton%20Rouge&saleDate=1773766800000&liveAuction=false&from=&yardNum=50"
"MN - Minneapolis North","https://www.copart.com/saleListResult/80/2026-03-17?location=MN%20-%20Minneapolis%20North&saleDate=1773766800000&liveAuction=false&from=&yardNum=80"
"MO - Columbia","https://www.copart.com/saleListResult/125/2026-03-17?location=MO%20-%20Columbia&saleDate=1773766800000&liveAuction=false&from=&yardNum=125"
"MO - St. Louis","https://www.copart.com/saleListResult/20/2026-03-17?location=MO%20-%20St.%20Louis&saleDate=1773766800000&liveAuction=false&from=&yardNum=20"
"NE - Lincoln","https://www.copart.com/saleListResult/123/2026-03-17?location=NE%20-%20Lincoln&saleDate=1773766800000&liveAuction=false&from=&yardNum=123"
"OK - Oklahoma City","https://www.copart.com/saleListResult/18/2026-03-17?location=OK%20-%20Oklahoma%20City&saleDate=1773766800000&liveAuction=false&from=&yardNum=18"
"TN - Memphis","https://www.copart.com/saleListResult/22/2026-03-17?location=TN%20-%20Memphis&saleDate=1773766800000&liveAuction=false&from=&yardNum=22"
"TX - Amarillo","https://www.copart.com/saleListResult/95/2026-03-17?location=TX%20-%20Amarillo&saleDate=1773766800000&liveAuction=false&from=&yardNum=95"
"TX - Corpus Christi","https://www.copart.com/saleListResult/96/2026-03-17?location=TX%20-%20Corpus%20Christi&saleDate=1773766800000&liveAuction=false&from=&yardNum=96"
"TX - Ft. Worth","https://www.copart.com/saleListResult/98/2026-03-17?location=TX%20-%20Ft.%20Worth&saleDate=1773766800000&liveAuction=false&from=&yardNum=98"
"TX - Houston","https://www.copart.com/saleListResult/11/2026-03-17?location=TX%20-%20Houston&saleDate=1773766800000&liveAuction=false&from=&yardNum=11"
"WI - Madison South","https://www.copart.com/saleListResult/308/2026-03-17?location=WI%20-%20Madison%20South&saleDate=1773766800000&liveAuction=false&from=&yardNum=308"
"AL - Tanner","https://www.copart.com/saleListResult/66/2026-03-18?location=AL%20-%20Tanner&saleDate=1773853200000&liveAuction=false&from=&yardNum=66"
"AR - Fayetteville","https://www.copart.com/saleListResult/140/2026-03-18?location=AR%20-%20Fayetteville&saleDate=1773853200000&liveAuction=false&from=&yardNum=140"
"Drive Wholesale Canada","https://www.copart.com/saleListResult/292/2026-03-18?location=Drive%20Wholesale%20Canada&saleDate=1773853200000&liveAuction=false&from=&yardNum=292"
"IA - Cedar Rapids","https://www.copart.com/saleListResult/398/2026-03-18?location=IA%20-%20Cedar%20Rapids&saleDate=1773853200000&liveAuction=false&from=&yardNum=398"
"IL - Chicago South","https://www.copart.com/saleListResult/81/2026-03-18?location=IL%20-%20Chicago%20South&saleDate=1773853200000&liveAuction=false&from=&yardNum=81"
"IL - Southern Illinois","https://www.copart.com/saleListResult/189/2026-03-18?location=IL%20-%20Southern%20Illinois&saleDate=1773853200000&liveAuction=false&from=&yardNum=189"
"LA - New Orleans","https://www.copart.com/saleListResult/79/2026-03-18?location=LA%20-%20New%20Orleans&saleDate=1773853200000&liveAuction=false&from=&yardNum=79"
"MO - Springfield","https://www.copart.com/saleListResult/92/2026-03-18?location=MO%20-%20Springfield&saleDate=1773853200000&liveAuction=false&from=&yardNum=92"
"MS - Grenada","https://www.copart.com/saleListResult/326/2026-03-18?location=MS%20-%20Grenada&saleDate=1773853200000&liveAuction=false&from=&yardNum=326"
"OK - Tulsa","https://www.copart.com/saleListResult/19/2026-03-18?location=OK%20-%20Tulsa&saleDate=1773853200000&liveAuction=false&from=&yardNum=19"
"TX - Andrews","https://www.copart.com/saleListResult/185/2026-03-18?location=TX%20-%20Andrews&saleDate=1773853200000&liveAuction=false&from=&yardNum=185"
"TX - McAllen","https://www.copart.com/saleListResult/65/2026-03-18?location=TX%20-%20McAllen&saleDate=1773853200000&liveAuction=false&from=&yardNum=65"
"TX - Waco","https://www.copart.com/saleListResult/182/2026-03-18?location=TX%20-%20Waco&saleDate=1773853200000&liveAuction=false&from=&yardNum=182"
"AL - Dothan","https://www.copart.com/saleListResult/341/2026-03-19?location=AL%20-%20Dothan&saleDate=1773939600000&liveAuction=false&from=&yardNum=341"
"KY - Earlington","https://www.copart.com/saleListResult/345/2026-03-19?location=KY%20-%20Earlington&saleDate=1773939600000&liveAuction=false&from=&yardNum=345"
"LA - Shreveport","https://www.copart.com/saleListResult/84/2026-03-19?location=LA%20-%20Shreveport&saleDate=1773939600000&liveAuction=false&from=&yardNum=84"
"TN - Memphis","https://www.copart.com/saleListResult/22/2026-03-19?location=TN%20-%20Memphis&saleDate=1773939600000&liveAuction=false&from=&yardNum=22"
"TX - Austin","https://www.copart.com/saleListResult/62/2026-03-19?location=TX%20-%20Austin&saleDate=1773939600000&liveAuction=false&from=&yardNum=62"
"TX - North Austin","https://www.copart.com/saleListResult/394/2026-03-19?location=TX%20-%20North%20Austin&saleDate=1773939600000&liveAuction=false&from=&yardNum=394"
"IA - Des Moines","https://www.copart.com/saleListResult/60/2026-03-20?location=IA%20-%20Des%20Moines&saleDate=1774026000000&liveAuction=false&from=&yardNum=60"
"MO - St. Louis","https://www.copart.com/saleListResult/20/2026-03-20?location=MO%20-%20St.%20Louis&saleDate=1774026000000&liveAuction=false&from=&yardNum=20"
"TX - Houston","https://www.copart.com/saleListResult/11/2026-03-20?location=TX%20-%20Houston&saleDate=1774026000000&liveAuction=false&from=&yardNum=11"
"AZ - Phoenix","https://www.copart.com/saleListResult/47/2026-03-16?location=AZ%20-%20Phoenix&saleDate=1773684000000&liveAuction=false&from=&yardNum=47"
"CO - Colorado Springs","https://www.copart.com/saleListResult/118/2026-03-16?location=CO%20-%20Colorado%20Springs&saleDate=1773684000000&liveAuction=false&from=&yardNum=118"
"CO - Denver South","https://www.copart.com/saleListResult/193/2026-03-16?location=CO%20-%20Denver%20South&saleDate=1773684000000&liveAuction=false&from=&yardNum=193"
"MT - Billings","https://www.copart.com/saleListResult/122/2026-03-16?location=MT%20-%20Billings&saleDate=1773684000000&liveAuction=false&from=&yardNum=122"
"NM - Albuquerque","https://www.copart.com/saleListResult/75/2026-03-16?location=NM%20-%20Albuquerque&saleDate=1773684000000&liveAuction=false&from=&yardNum=75"
"UT - Ogden","https://www.copart.com/saleListResult/188/2026-03-16?location=UT%20-%20Ogden&saleDate=1773684000000&liveAuction=false&from=&yardNum=188"
"AB - Calgary","https://www.copart.com/saleListResult/203/2026-03-17?location=AB%20-%20Calgary&saleDate=1773770400000&liveAuction=false&from=&yardNum=203"
"CO - Denver","https://www.copart.com/saleListResult/68/2026-03-17?location=CO%20-%20Denver&saleDate=1773770400000&liveAuction=false&from=&yardNum=68"
"MT - Helena","https://www.copart.com/saleListResult/106/2026-03-17?location=MT%20-%20Helena&saleDate=1773770400000&liveAuction=false&from=&yardNum=106"
"SD - Rapid City","https://www.copart.com/saleListResult/396/2026-03-17?location=SD%20-%20Rapid%20City&saleDate=1773770400000&liveAuction=false&from=&yardNum=396"
"WY - Casper","https://www.copart.com/saleListResult/328/2026-03-18?location=WY%20-%20Casper&saleDate=1773856800000&liveAuction=false&from=&yardNum=328"
"AB - Edmonton","https://www.copart.com/saleListResult/204/2026-03-19?location=AB%20-%20Edmonton&saleDate=1773943200000&liveAuction=false&from=&yardNum=204"
"CO - Denver","https://www.copart.com/saleListResult/68/2026-03-19?location=CO%20-%20Denver&saleDate=1773943200000&liveAuction=false&from=&yardNum=68"
"CA - Adelanto","https://www.copart.com/saleListResult/309/2026-03-16?location=CA%20-%20Adelanto&saleDate=1773687600000&liveAuction=false&from=&yardNum=309"
"CA - American Canyon","https://www.copart.com/saleListResult/190/2026-03-16?location=CA%20-%20American%20Canyon&saleDate=1773687600000&liveAuction=false&from=&yardNum=190"
"CA - Fresno","https://www.copart.com/saleListResult/4/2026-03-16?location=CA%20-%20Fresno&saleDate=1773687600000&liveAuction=false&from=&yardNum=4"
"CA - Los Angeles","https://www.copart.com/saleListResult/10/2026-03-16?location=CA%20-%20Los%20Angeles&saleDate=1773687600000&liveAuction=false&from=&yardNum=10"
"CA - Martinez","https://www.copart.com/saleListResult/78/2026-03-16?location=CA%20-%20Martinez&saleDate=1773687600000&liveAuction=false&from=&yardNum=78"
"CA - San Bernardino","https://www.copart.com/saleListResult/7/2026-03-16?location=CA%20-%20San%20Bernardino&saleDate=1773687600000&liveAuction=false&from=&yardNum=7"
"CA - So Sacramento","https://www.copart.com/saleListResult/16/2026-03-16?location=CA%20-%20So%20Sacramento&saleDate=1773687600000&liveAuction=false&from=&yardNum=16"
"CA - Sun Valley","https://www.copart.com/saleListResult/180/2026-03-16?location=CA%20-%20Sun%20Valley&saleDate=1773687600000&liveAuction=false&from=&yardNum=180"
"ND - Bismarck","https://www.copart.com/saleListResult/363/2026-03-16?location=ND%20-%20Bismarck&saleDate=1773687600000&liveAuction=false&from=&yardNum=363"
"NV - Las Vegas West","https://www.copart.com/saleListResult/133/2026-03-16?location=NV%20-%20Las%20Vegas%20West&saleDate=1773687600000&liveAuction=false&from=&yardNum=133"
"OR - Portland North","https://www.copart.com/saleListResult/9/2026-03-16?location=OR%20-%20Portland%20North&saleDate=1773687600000&liveAuction=false&from=&yardNum=9"
"OR - Portland South","https://www.copart.com/saleListResult/134/2026-03-16?location=OR%20-%20Portland%20South&saleDate=1773687600000&liveAuction=false&from=&yardNum=134"
"WA - North Seattle","https://www.copart.com/saleListResult/48/2026-03-16?location=WA%20-%20North%20Seattle&saleDate=1773687600000&liveAuction=false&from=&yardNum=48"
"CA - Antelope","https://www.copart.com/saleListResult/151/2026-03-17?location=CA%20-%20Antelope&saleDate=1773774000000&liveAuction=false&from=&yardNum=151"
"CA - Hayward","https://www.copart.com/saleListResult/3/2026-03-17?location=CA%20-%20Hayward&saleDate=1773774000000&liveAuction=false&from=&yardNum=3"
"CA - Rancho Cucamonga","https://www.copart.com/saleListResult/97/2026-03-17?location=CA%20-%20Rancho%20Cucamonga&saleDate=1773774000000&liveAuction=false&from=&yardNum=97"
"CA - Sacramento","https://www.copart.com/saleListResult/2/2026-03-17?location=CA%20-%20Sacramento&saleDate=1773774000000&liveAuction=false&from=&yardNum=2"
"CA - Van Nuys","https://www.copart.com/saleListResult/43/2026-03-17?location=CA%20-%20Van%20Nuys&saleDate=1773774000000&liveAuction=false&from=&yardNum=43"
"NV - Las Vegas","https://www.copart.com/saleListResult/57/2026-03-17?location=NV%20-%20Las%20Vegas&saleDate=1773774000000&liveAuction=false&from=&yardNum=57"
"OR - Eugene","https://www.copart.com/saleListResult/104/2026-03-17?location=OR%20-%20Eugene&saleDate=1773774000000&liveAuction=false&from=&yardNum=104"
"WA - Spanaway","https://www.copart.com/saleListResult/337/2026-03-17?location=WA%20-%20Spanaway&saleDate=1773774000000&liveAuction=false&from=&yardNum=337"
"CA - Martinez","https://www.copart.com/saleListResult/78/2026-03-18?location=CA%20-%20Martinez&saleDate=1773860400000&liveAuction=false&from=&yardNum=78"
"CA - Mentone","https://www.copart.com/saleListResult/367/2026-03-18?location=CA%20-%20Mentone&saleDate=1773860400000&liveAuction=false&from=&yardNum=367"
"WA - Spokane","https://www.copart.com/saleListResult/116/2026-03-18?location=WA%20-%20Spokane&saleDate=1773860400000&liveAuction=false&from=&yardNum=116"
"CA - Fresno","https://www.copart.com/saleListResult/4/2026-03-19?location=CA%20-%20Fresno&saleDate=1773946800000&liveAuction=false&from=&yardNum=4"
"CA - Rancho Cucamonga","https://www.copart.com/saleListResult/97/2026-03-19?location=CA%20-%20Rancho%20Cucamonga&saleDate=1773946800000&liveAuction=false&from=&yardNum=97"
"NV - Reno","https://www.copart.com/saleListResult/100/2026-03-19?location=NV%20-%20Reno&saleDate=1773946800000&liveAuction=false&from=&yardNum=100"
"CA - Bakersfield","https://www.copart.com/saleListResult/5/2026-03-20?location=CA%20-%20Bakersfield&saleDate=1774033200000&liveAuction=false&from=&yardNum=5"
"CA - Vallejo","https://www.copart.com/saleListResult/1/2026-03-20?location=CA%20-%20Vallejo&saleDate=1774033200000&liveAuction=false&from=&yardNum=1"
"WA - Spanaway","https://www.copart.com/saleListResult/337/2026-03-20?location=WA%20-%20Spanaway&saleDate=1774033200000&liveAuction=false&from=&yardNum=337"
"AK - Anchorage","https://www.copart.com/saleListResult/113/2026-03-24?location=AK%20-%20Anchorage&saleDate=1774382400000&liveAuction=false&from=&yardNum=113"
"FL - Clewiston","https://www.copart.com/saleListResult/366/2026-03-23?location=FL%20-%20Clewiston&saleDate=1774274400000&liveAuction=false&from=&yardNum=366"
"FL - Jacksonville North","https://www.copart.com/saleListResult/163/2026-03-23?location=FL%20-%20Jacksonville%20North&saleDate=1774274400000&liveAuction=false&from=&yardNum=163"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-03-23?location=NY%20-%20Albany&saleDate=1774274400000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-03-23?location=NY%20-%20Long%20Island&saleDate=1774274400000&liveAuction=false&from=&yardNum=30"
"SC - North Charleston","https://www.copart.com/saleListResult/197/2026-03-23?location=SC%20-%20North%20Charleston&saleDate=1774274400000&liveAuction=false&from=&yardNum=197"
"NC - Raleigh","https://www.copart.com/saleListResult/54/2026-03-24?location=NC%20-%20Raleigh&saleDate=1774360800000&liveAuction=false&from=&yardNum=54"
"NH - Candia","https://www.copart.com/saleListResult/155/2026-03-24?location=NH%20-%20Candia&saleDate=1774360800000&liveAuction=false&from=&yardNum=155"
"OH - Columbus","https://www.copart.com/saleListResult/29/2026-03-24?location=OH%20-%20Columbus&saleDate=1774360800000&liveAuction=false&from=&yardNum=29"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-03-25?location=NY%20-%20Albany&saleDate=1774447200000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-03-25?location=NY%20-%20Long%20Island&saleDate=1774447200000&liveAuction=false&from=&yardNum=30"
"GA - Atlanta West","https://www.copart.com/saleListResult/15/2026-03-27?location=GA%20-%20Atlanta%20West&saleDate=1774620000000&liveAuction=false&from=&yardNum=15"
"Medium Duty Clean Title Sale","https://www.copart.com/saleListResult/832/2026-03-23?location=Medium%20Duty%20Clean%20Title%20Sale&saleDate=1774281600000&liveAuction=false&from=&yardNum=832"
"Heavy Truck, Trailer, Rv Clean Title Sale","https://www.copart.com/saleListResult/833/2026-03-24?location=Heavy%20Truck,%20Trailer,%20Rv%20Clean%20Title%20Sale&saleDate=1774368000000&liveAuction=false&from=&yardNum=833"
"QC - Montreal","https://www.copart.com/saleListResult/205/2026-03-24?location=QC%20-%20Montreal&saleDate=1774368000000&liveAuction=false&from=&yardNum=205"
"Wholesale Auction","https://www.copart.com/saleListResult/855/2026-03-24?location=Wholesale%20Auction&saleDate=1774368000000&liveAuction=false&from=&yardNum=855"
"Atlantic Canada Auction","https://www.copart.com/saleListResult/295/2026-03-26?location=Atlantic%20Canada%20Auction&saleDate=1774540800000&liveAuction=false&from=&yardNum=295"
"Wholesale Auction","https://www.copart.com/saleListResult/855/2026-03-26?location=Wholesale%20Auction&saleDate=1774540800000&liveAuction=false&from=&yardNum=855"
"TN - Nashville","https://www.copart.com/saleListResult/63/2026-03-23?location=TN%20-%20Nashville&saleDate=1774285200000&liveAuction=false&from=&yardNum=63"
"WI - Milwaukee South","https://www.copart.com/saleListResult/371/2026-03-23?location=WI%20-%20Milwaukee%20South&saleDate=1774285200000&liveAuction=false&from=&yardNum=371"
"KS - Kansas City","https://www.copart.com/saleListResult/369/2026-03-24?location=KS%20-%20Kansas%20City&saleDate=1774371600000&liveAuction=false&from=&yardNum=369"
"TN - Memphis","https://www.copart.com/saleListResult/22/2026-03-24?location=TN%20-%20Memphis&saleDate=1774371600000&liveAuction=false&from=&yardNum=22"
"Drive Wholesale Canada","https://www.copart.com/saleListResult/292/2026-03-25?location=Drive%20Wholesale%20Canada&saleDate=1774458000000&liveAuction=false&from=&yardNum=292"
"IA - Cedar Rapids","https://www.copart.com/saleListResult/398/2026-03-25?location=IA%20-%20Cedar%20Rapids&saleDate=1774458000000&liveAuction=false&from=&yardNum=398"
"WI - Milwaukee North","https://www.copart.com/saleListResult/339/2026-03-25?location=WI%20-%20Milwaukee%20North&saleDate=1774458000000&liveAuction=false&from=&yardNum=339"
"CrashedToys Powersport Auction","https://www.copart.com/saleListResult/841/2026-03-26?location=%20CrashedToys%20Powersport%20Auction&saleDate=1774544400000&liveAuction=false&from=&yardNum=841"
"TN - Memphis","https://www.copart.com/saleListResult/22/2026-03-26?location=TN%20-%20Memphis&saleDate=1774544400000&liveAuction=false&from=&yardNum=22"
"MO - St. Louis","https://www.copart.com/saleListResult/20/2026-03-27?location=MO%20-%20St.%20Louis&saleDate=1774630800000&liveAuction=false&from=&yardNum=20"
"TX - Houston","https://www.copart.com/saleListResult/11/2026-03-27?location=TX%20-%20Houston&saleDate=1774630800000&liveAuction=false&from=&yardNum=11"
"CO - Denver South","https://www.copart.com/saleListResult/193/2026-03-23?location=CO%20-%20Denver%20South&saleDate=1774288800000&liveAuction=false&from=&yardNum=193"
"AB - Calgary","https://www.copart.com/saleListResult/203/2026-03-24?location=AB%20-%20Calgary&saleDate=1774375200000&liveAuction=false&from=&yardNum=203"
"CO - Denver South","https://www.copart.com/saleListResult/193/2026-03-25?location=CO%20-%20Denver%20South&saleDate=1774461600000&liveAuction=false&from=&yardNum=193"
"OR - Eugene","https://www.copart.com/saleListResult/104/2026-03-24?location=OR%20-%20Eugene&saleDate=1774378800000&liveAuction=false&from=&yardNum=104"
"CA - Hayward","https://www.copart.com/saleListResult/3/2026-03-26?location=CA%20-%20Hayward&saleDate=1774551600000&liveAuction=false&from=&yardNum=3"
"NJ - Trenton","https://www.copart.com/saleListResult/135/2026-03-30?location=NJ%20-%20Trenton&saleDate=1774879200000&liveAuction=false&from=&yardNum=135"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-03-30?location=NY%20-%20Albany&saleDate=1774879200000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-03-30?location=NY%20-%20Long%20Island&saleDate=1774879200000&liveAuction=false&from=&yardNum=30"
"NY - Syracuse","https://www.copart.com/saleListResult/25/2026-03-30?location=NY%20-%20Syracuse&saleDate=1774879200000&liveAuction=false&from=&yardNum=25"
"FL - Orlando South","https://www.copart.com/saleListResult/55/2026-03-31?location=FL%20-%20Orlando%20South&saleDate=1774965600000&liveAuction=false&from=&yardNum=55"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-04-01?location=NY%20-%20Albany&saleDate=1775052000000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-04-01?location=NY%20-%20Long%20Island&saleDate=1775052000000&liveAuction=false&from=&yardNum=30"
"NY - Syracuse","https://www.copart.com/saleListResult/25/2026-04-01?location=NY%20-%20Syracuse&saleDate=1775052000000&liveAuction=false&from=&yardNum=25"
"MI - Detroit","https://www.copart.com/saleListResult/61/2026-04-03?location=MI%20-%20Detroit&saleDate=1775224800000&liveAuction=false&from=&yardNum=61"
"PA - Philadelphia","https://www.copart.com/saleListResult/26/2026-04-03?location=PA%20-%20Philadelphia&saleDate=1775224800000&liveAuction=false&from=&yardNum=26"
"Wholesale Auction","https://www.copart.com/saleListResult/855/2026-03-31?location=Wholesale%20Auction&saleDate=1774972800000&liveAuction=false&from=&yardNum=855"
"WI - Milwaukee South","https://www.copart.com/saleListResult/371/2026-03-30?location=WI%20-%20Milwaukee%20South&saleDate=1774890000000&liveAuction=false&from=&yardNum=371"
"TN - Memphis","https://www.copart.com/saleListResult/22/2026-03-31?location=TN%20-%20Memphis&saleDate=1774976400000&liveAuction=false&from=&yardNum=22"
"Drive Wholesale Canada","https://www.copart.com/saleListResult/292/2026-04-01?location=Drive%20Wholesale%20Canada&saleDate=1775062800000&liveAuction=false&from=&yardNum=292"
"TN - Nashville","https://www.copart.com/saleListResult/63/2026-04-01?location=TN%20-%20Nashville&saleDate=1775062800000&liveAuction=false&from=&yardNum=63"
"CrashedToys Powersport Auction","https://www.copart.com/saleListResult/841/2026-04-02?location=%20CrashedToys%20Powersport%20Auction&saleDate=1775149200000&liveAuction=false&from=&yardNum=841"
"CA - San Bernardino","https://www.copart.com/saleListResult/7/2026-03-30?location=CA%20-%20San%20Bernardino&saleDate=1774897200000&liveAuction=false&from=&yardNum=7"
"CA - Sun Valley","https://www.copart.com/saleListResult/180/2026-03-30?location=CA%20-%20Sun%20Valley&saleDate=1774897200000&liveAuction=false&from=&yardNum=180"
"OR - Eugene","https://www.copart.com/saleListResult/104/2026-03-31?location=OR%20-%20Eugene&saleDate=1774983600000&liveAuction=false&from=&yardNum=104"
"CA - Rancho Cucamonga","https://www.copart.com/saleListResult/97/2026-04-02?location=CA%20-%20Rancho%20Cucamonga&saleDate=1775156400000&liveAuction=false&from=&yardNum=97"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-04-06?location=NY%20-%20Albany&saleDate=1775484000000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-04-06?location=NY%20-%20Long%20Island&saleDate=1775484000000&liveAuction=false&from=&yardNum=30"
"NY - Rochester","https://www.copart.com/saleListResult/35/2026-04-06?location=NY%20-%20Rochester&saleDate=1775484000000&liveAuction=false&from=&yardNum=35"
"Ontario Auction","https://www.copart.com/saleListResult/294/2026-04-07?location=Ontario%20Auction&saleDate=1775570400000&liveAuction=false&from=&yardNum=294"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-04-08?location=NY%20-%20Albany&saleDate=1775656800000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-04-08?location=NY%20-%20Long%20Island&saleDate=1775656800000&liveAuction=false&from=&yardNum=30"
"SC - Spartanburg","https://www.copart.com/saleListResult/144/2026-04-08?location=SC%20-%20Spartanburg&saleDate=1775656800000&liveAuction=false&from=&yardNum=144"
"Medium Duty Specialty Sale","https://www.copart.com/saleListResult/835/2026-04-08?location=Medium%20Duty%20Specialty%20Sale&saleDate=1775664000000&liveAuction=false&from=&yardNum=835"
"CrashedToys Powersport Auction","https://www.copart.com/saleListResult/841/2026-04-09?location=%20CrashedToys%20Powersport%20Auction&saleDate=1775754000000&liveAuction=false&from=&yardNum=841"
"OR - Eugene","https://www.copart.com/saleListResult/104/2026-04-07?location=OR%20-%20Eugene&saleDate=1775588400000&liveAuction=false&from=&yardNum=104"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-04-13?location=NY%20-%20Albany&saleDate=1776088800000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-04-13?location=NY%20-%20Long%20Island&saleDate=1776088800000&liveAuction=false&from=&yardNum=30"
"NY - Rochester","https://www.copart.com/saleListResult/35/2026-04-13?location=NY%20-%20Rochester&saleDate=1776088800000&liveAuction=false&from=&yardNum=35"
"IN - Cicero","https://www.copart.com/saleListResult/170/2026-04-14?location=IN%20-%20Cicero&saleDate=1776175200000&liveAuction=false&from=&yardNum=170"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-04-15?location=NY%20-%20Albany&saleDate=1776261600000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-04-15?location=NY%20-%20Long%20Island&saleDate=1776261600000&liveAuction=false&from=&yardNum=30"
"CrashedToys Powersport Auction","https://www.copart.com/saleListResult/841/2026-04-16?location=%20CrashedToys%20Powersport%20Auction&saleDate=1776358800000&liveAuction=false&from=&yardNum=841"
"OR - Eugene","https://www.copart.com/saleListResult/104/2026-04-14?location=OR%20-%20Eugene&saleDate=1776193200000&liveAuction=false&from=&yardNum=104"
"CT - Hartford","https://www.copart.com/saleListResult/23/2026-03-10?location=CT%20-%20Hartford&saleDate=1773151200000&liveAuction=false&from=&yardNum=23"
"GA - Augusta","https://www.copart.com/saleListResult/359/2026-03-10?location=GA%20-%20Augusta&saleDate=1773151200000&liveAuction=false&from=&yardNum=359"
"FL - West Palm Beach","https://www.copart.com/saleListResult/70/2026-03-10?location=FL%20-%20West%20Palm%20Beach&saleDate=1773151200000&liveAuction=false&from=&yardNum=70"
"MI - Detroit","https://www.copart.com/saleListResult/61/2026-03-10?location=MI%20-%20Detroit&saleDate=1773151200000&liveAuction=false&from=&yardNum=61"
"NH - Candia","https://www.copart.com/saleListResult/155/2026-03-10?location=NH%20-%20Candia&saleDate=1773151200000&liveAuction=false&from=&yardNum=155"
"DC - Washington DC","https://www.copart.com/saleListResult/32/2026-03-10?location=DC%20-%20Washington%20DC&saleDate=1773151200000&liveAuction=false&from=&yardNum=32"
"FL - Ocala","https://www.copart.com/saleListResult/108/2026-03-10?location=FL%20-%20Ocala&saleDate=1773151200000&liveAuction=false&from=&yardNum=108"
"OH - Columbus","https://www.copart.com/saleListResult/29/2026-03-10?location=OH%20-%20Columbus&saleDate=1773151200000&liveAuction=false&from=&yardNum=29"
"FL - Orlando South","https://www.copart.com/saleListResult/55/2026-03-10?location=FL%20-%20Orlando%20South&saleDate=1773151200000&liveAuction=false&from=&yardNum=55"
"OH - Akron","https://www.copart.com/saleListResult/376/2026-03-10?location=OH%20-%20Akron&saleDate=1773151200000&liveAuction=false&from=&yardNum=376"
"NJ - Glassboro East","https://www.copart.com/saleListResult/31/2026-03-10?location=NJ%20-%20Glassboro%20East&saleDate=1773151200000&liveAuction=false&from=&yardNum=31"
"FL - Tampa South","https://www.copart.com/saleListResult/34/2026-03-10?location=FL%20-%20Tampa%20South&saleDate=1773151200000&liveAuction=false&from=&yardNum=34"
